movement_id,occurred_at,lot_id,component,movement_type,quantity_delta,quality_status,record_id,value_source
MV-001198,2015-08-07 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01071,assumption:synthetic_operations_v1
MV-001199,2015-08-07 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01078,assumption:synthetic_operations_v1
MV-001200,2015-08-07 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01082,assumption:synthetic_operations_v1
MV-001201,2015-08-07 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01085,assumption:synthetic_operations_v1
MV-001202,2015-08-07 06:00:00,LOT-00075,comp4,issue,-1,available,MR-01087,assumption:synthetic_operations_v1
MV-001203,2015-08-07 07:00:00,LOT-00065,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001204,2015-08-08 06:00:00,LOT-00078,comp1,issue,-1,available,MR-01089,assumption:synthetic_operations_v1
MV-001205,2015-08-08 06:00:00,LOT-00078,comp1,issue,-1,available,MR-01091,assumption:synthetic_operations_v1
MV-001206,2015-08-08 06:00:00,LOT-00075,comp4,issue,-1,available,MR-01090,assumption:synthetic_operations_v1
MV-001207,2015-08-09 06:00:00,LOT-00078,comp1,issue,-1,available,MR-01094,assumption:synthetic_operations_v1
MV-001208,2015-08-09 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01092,assumption:synthetic_operations_v1
MV-001209,2015-08-09 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01095,assumption:synthetic_operations_v1
MV-001210,2015-08-09 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01093,assumption:synthetic_operations_v1
MV-001211,2015-08-09 07:00:00,LOT-00014,comp4,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001212,2015-08-10 06:00:00,LOT-00078,comp1,issue,-1,available,MR-01096,assumption:synthetic_operations_v1
MV-001213,2015-08-11 06:00:00,LOT-00078,comp1,issue,-1,available,MR-01097,assumption:synthetic_operations_v1
MV-001214,2015-08-11 06:00:00,LOT-00078,comp1,issue,-1,available,MR-01099,assumption:synthetic_operations_v1
MV-001215,2015-08-11 06:00:00,LOT-00083,comp1,issue,-1,available,MR-01102,assumption:synthetic_operations_v1
MV-001216,2015-08-11 06:00:00,LOT-00083,comp1,issue,-1,available,MR-01105,assumption:synthetic_operations_v1
MV-001217,2015-08-11 06:00:00,LOT-00083,comp1,issue,-1,available,MR-01106,assumption:synthetic_operations_v1
MV-001218,2015-08-11 06:00:00,LOT-00083,comp1,issue,-1,available,MR-01107,assumption:synthetic_operations_v1
MV-001219,2015-08-11 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01100,assumption:synthetic_operations_v1
MV-001220,2015-08-11 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01098,assumption:synthetic_operations_v1
MV-001221,2015-08-11 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01108,assumption:synthetic_operations_v1
MV-001222,2015-08-11 06:00:00,LOT-00075,comp4,issue,-1,available,MR-01101,assumption:synthetic_operations_v1
MV-001223,2015-08-11 06:00:00,LOT-00075,comp4,issue,-1,available,MR-01103,assumption:synthetic_operations_v1
MV-001224,2015-08-11 06:00:00,LOT-00075,comp4,issue,-1,available,MR-01104,assumption:synthetic_operations_v1
MV-001225,2015-08-12 06:00:00,LOT-00084,comp4,receipt,19,available,,assumption:synthetic_operations_v1
MV-001226,2015-08-12 06:00:00,LOT-00085,comp3,receipt,16,available,,assumption:synthetic_operations_v1
MV-001227,2015-08-12 06:00:00,LOT-00086,comp1,receipt,24,available,,assumption:synthetic_operations_v1
MV-001228,2015-08-13 06:00:00,LOT-00087,comp4,receipt,8,available,,assumption:synthetic_operations_v1
MV-001229,2015-08-13 06:00:00,LOT-00083,comp1,issue,-1,available,MR-01109,assumption:synthetic_operations_v1
MV-001230,2015-08-13 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01112,assumption:synthetic_operations_v1
MV-001231,2015-08-13 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01117,assumption:synthetic_operations_v1
MV-001232,2015-08-13 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01110,assumption:synthetic_operations_v1
MV-001233,2015-08-13 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01116,assumption:synthetic_operations_v1
MV-001234,2015-08-13 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01111,assumption:synthetic_operations_v1
MV-001235,2015-08-13 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01113,assumption:synthetic_operations_v1
MV-001236,2015-08-13 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01114,assumption:synthetic_operations_v1
MV-001237,2015-08-13 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01115,assumption:synthetic_operations_v1
MV-001238,2015-08-13 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01118,assumption:synthetic_operations_v1
MV-001239,2015-08-13 07:00:00,LOT-00035,comp3,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001240,2015-08-14 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01119,assumption:synthetic_operations_v1
MV-001241,2015-08-14 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01121,assumption:synthetic_operations_v1
MV-001242,2015-08-14 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01123,assumption:synthetic_operations_v1
MV-001243,2015-08-14 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01127,assumption:synthetic_operations_v1
MV-001244,2015-08-14 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01133,assumption:synthetic_operations_v1
MV-001245,2015-08-14 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01120,assumption:synthetic_operations_v1
MV-001246,2015-08-14 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01126,assumption:synthetic_operations_v1
MV-001247,2015-08-14 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01128,assumption:synthetic_operations_v1
MV-001248,2015-08-14 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01129,assumption:synthetic_operations_v1
MV-001249,2015-08-14 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01131,assumption:synthetic_operations_v1
MV-001250,2015-08-14 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01122,assumption:synthetic_operations_v1
MV-001251,2015-08-14 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01124,assumption:synthetic_operations_v1
MV-001252,2015-08-14 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01125,assumption:synthetic_operations_v1
MV-001253,2015-08-14 06:00:00,LOT-00081,comp3,issue,-1,available,MR-01130,assumption:synthetic_operations_v1
MV-001254,2015-08-14 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01134,assumption:synthetic_operations_v1
MV-001255,2015-08-14 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01132,assumption:synthetic_operations_v1
MV-001256,2015-08-14 07:00:00,LOT-00068,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001257,2015-08-15 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01135,assumption:synthetic_operations_v1
MV-001258,2015-08-15 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01140,assumption:synthetic_operations_v1
MV-001259,2015-08-15 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01143,assumption:synthetic_operations_v1
MV-001260,2015-08-15 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01145,assumption:synthetic_operations_v1
MV-001261,2015-08-15 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01137,assumption:synthetic_operations_v1
MV-001262,2015-08-15 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01139,assumption:synthetic_operations_v1
MV-001263,2015-08-15 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01141,assumption:synthetic_operations_v1
MV-001264,2015-08-15 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01144,assumption:synthetic_operations_v1
MV-001265,2015-08-15 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01136,assumption:synthetic_operations_v1
MV-001266,2015-08-15 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01138,assumption:synthetic_operations_v1
MV-001267,2015-08-15 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01142,assumption:synthetic_operations_v1
MV-001268,2015-08-15 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01146,assumption:synthetic_operations_v1
MV-001269,2015-08-16 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01147,assumption:synthetic_operations_v1
MV-001270,2015-08-16 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01151,assumption:synthetic_operations_v1
MV-001271,2015-08-16 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01149,assumption:synthetic_operations_v1
MV-001272,2015-08-16 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01148,assumption:synthetic_operations_v1
MV-001273,2015-08-16 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01150,assumption:synthetic_operations_v1
MV-001274,2015-08-17 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01154,assumption:synthetic_operations_v1
MV-001275,2015-08-17 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01156,assumption:synthetic_operations_v1
MV-001276,2015-08-17 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01157,assumption:synthetic_operations_v1
MV-001277,2015-08-17 06:00:00,LOT-00076,comp2,issue,-1,available,MR-01160,assumption:synthetic_operations_v1
MV-001278,2015-08-17 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01159,assumption:synthetic_operations_v1
MV-001279,2015-08-17 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01161,assumption:synthetic_operations_v1
MV-001280,2015-08-17 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01152,assumption:synthetic_operations_v1
MV-001281,2015-08-17 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01153,assumption:synthetic_operations_v1
MV-001282,2015-08-17 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01155,assumption:synthetic_operations_v1
MV-001283,2015-08-17 06:00:00,LOT-00077,comp4,issue,-1,available,MR-01158,assumption:synthetic_operations_v1
MV-001284,2015-08-17 07:00:00,LOT-00020,comp4,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001285,2015-08-18 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01162,assumption:synthetic_operations_v1
MV-001286,2015-08-18 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01165,assumption:synthetic_operations_v1
MV-001287,2015-08-18 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01173,assumption:synthetic_operations_v1
MV-001288,2015-08-18 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01177,assumption:synthetic_operations_v1
MV-001289,2015-08-18 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01163,assumption:synthetic_operations_v1
MV-001290,2015-08-18 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01169,assumption:synthetic_operations_v1
MV-001291,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01164,assumption:synthetic_operations_v1
MV-001292,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01166,assumption:synthetic_operations_v1
MV-001293,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01168,assumption:synthetic_operations_v1
MV-001294,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01170,assumption:synthetic_operations_v1
MV-001295,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01171,assumption:synthetic_operations_v1
MV-001296,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01174,assumption:synthetic_operations_v1
MV-001297,2015-08-18 06:00:00,LOT-00082,comp3,issue,-1,available,MR-01175,assumption:synthetic_operations_v1
MV-001298,2015-08-18 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01167,assumption:synthetic_operations_v1
MV-001299,2015-08-18 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01172,assumption:synthetic_operations_v1
MV-001300,2015-08-18 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01176,assumption:synthetic_operations_v1
MV-001301,2015-08-18 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01178,assumption:synthetic_operations_v1
MV-001302,2015-08-19 06:00:00,LOT-00088,comp2,receipt,12,available,,assumption:synthetic_operations_v1
MV-001303,2015-08-19 06:00:00,LOT-00089,comp4,receipt,12,available,,assumption:synthetic_operations_v1
MV-001304,2015-08-19 06:00:00,LOT-00090,comp3,receipt,13,available,,assumption:synthetic_operations_v1
MV-001305,2015-08-19 06:00:00,LOT-00091,comp1,receipt,13,available,,assumption:synthetic_operations_v1
MV-001306,2015-08-19 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01186,assumption:synthetic_operations_v1
MV-001307,2015-08-19 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01179,assumption:synthetic_operations_v1
MV-001308,2015-08-19 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01180,assumption:synthetic_operations_v1
MV-001309,2015-08-19 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01182,assumption:synthetic_operations_v1
MV-001310,2015-08-19 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01183,assumption:synthetic_operations_v1
MV-001311,2015-08-19 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01184,assumption:synthetic_operations_v1
MV-001312,2015-08-19 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01181,assumption:synthetic_operations_v1
MV-001313,2015-08-19 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01185,assumption:synthetic_operations_v1
MV-001314,2015-08-20 06:00:00,LOT-00092,comp2,receipt,33,available,,assumption:synthetic_operations_v1
MV-001315,2015-08-20 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01187,assumption:synthetic_operations_v1
MV-001316,2015-08-20 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01188,assumption:synthetic_operations_v1
MV-001317,2015-08-20 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01190,assumption:synthetic_operations_v1
MV-001318,2015-08-20 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01192,assumption:synthetic_operations_v1
MV-001319,2015-08-20 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01196,assumption:synthetic_operations_v1
MV-001320,2015-08-20 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01189,assumption:synthetic_operations_v1
MV-001321,2015-08-20 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01191,assumption:synthetic_operations_v1
MV-001322,2015-08-20 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01195,assumption:synthetic_operations_v1
MV-001323,2015-08-20 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01193,assumption:synthetic_operations_v1
MV-001324,2015-08-20 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01194,assumption:synthetic_operations_v1
MV-001325,2015-08-21 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01201,assumption:synthetic_operations_v1
MV-001326,2015-08-21 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01197,assumption:synthetic_operations_v1
MV-001327,2015-08-21 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01204,assumption:synthetic_operations_v1
MV-001328,2015-08-21 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01200,assumption:synthetic_operations_v1
MV-001329,2015-08-21 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01203,assumption:synthetic_operations_v1
MV-001330,2015-08-21 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01205,assumption:synthetic_operations_v1
MV-001331,2015-08-21 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01198,assumption:synthetic_operations_v1
MV-001332,2015-08-21 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01199,assumption:synthetic_operations_v1
MV-001333,2015-08-21 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01202,assumption:synthetic_operations_v1
MV-001334,2015-08-21 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01206,assumption:synthetic_operations_v1
MV-001335,2015-08-21 07:00:00,LOT-00073,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001336,2015-08-22 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01210,assumption:synthetic_operations_v1
MV-001337,2015-08-22 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01208,assumption:synthetic_operations_v1
MV-001338,2015-08-22 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01207,assumption:synthetic_operations_v1
MV-001339,2015-08-22 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01209,assumption:synthetic_operations_v1
MV-001340,2015-08-22 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01211,assumption:synthetic_operations_v1
MV-001341,2015-08-22 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01212,assumption:synthetic_operations_v1
MV-001342,2015-08-23 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01214,assumption:synthetic_operations_v1
MV-001343,2015-08-23 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01213,assumption:synthetic_operations_v1
MV-001344,2015-08-23 07:00:00,LOT-00024,comp4,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001345,2015-08-24 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01215,assumption:synthetic_operations_v1
MV-001346,2015-08-24 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01221,assumption:synthetic_operations_v1
MV-001347,2015-08-24 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01217,assumption:synthetic_operations_v1
MV-001348,2015-08-24 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01219,assumption:synthetic_operations_v1
MV-001349,2015-08-24 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01216,assumption:synthetic_operations_v1
MV-001350,2015-08-24 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01218,assumption:synthetic_operations_v1
MV-001351,2015-08-24 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01220,assumption:synthetic_operations_v1
MV-001352,2015-08-25 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01222,assumption:synthetic_operations_v1
MV-001353,2015-08-25 07:00:00,LOT-00040,comp3,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001354,2015-08-25 07:00:00,LOT-00041,comp3,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001355,2015-08-26 06:00:00,LOT-00093,comp4,receipt,18,available,,assumption:synthetic_operations_v1
MV-001356,2015-08-26 06:00:00,LOT-00094,comp3,receipt,5,available,,assumption:synthetic_operations_v1
MV-001357,2015-08-26 06:00:00,LOT-00095,comp1,receipt,17,available,,assumption:synthetic_operations_v1
MV-001358,2015-08-26 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01225,assumption:synthetic_operations_v1
MV-001359,2015-08-26 06:00:00,LOT-00086,comp1,issue,-1,available,MR-01229,assumption:synthetic_operations_v1
MV-001360,2015-08-26 06:00:00,LOT-00080,comp2,issue,-1,available,MR-01227,assumption:synthetic_operations_v1
MV-001361,2015-08-26 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01223,assumption:synthetic_operations_v1
MV-001362,2015-08-26 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01224,assumption:synthetic_operations_v1
MV-001363,2015-08-26 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01226,assumption:synthetic_operations_v1
MV-001364,2015-08-26 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01228,assumption:synthetic_operations_v1
MV-001365,2015-08-26 06:00:00,LOT-00085,comp3,issue,-1,available,MR-01230,assumption:synthetic_operations_v1
MV-001366,2015-08-26 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01231,assumption:synthetic_operations_v1
MV-001367,2015-08-26 06:00:00,LOT-00084,comp4,issue,-1,available,MR-01232,assumption:synthetic_operations_v1
MV-001368,2015-08-27 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01233,assumption:synthetic_operations_v1
MV-001369,2015-08-27 07:00:00,LOT-00025,comp4,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001370,2015-08-28 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01235,assumption:synthetic_operations_v1
MV-001371,2015-08-28 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01237,assumption:synthetic_operations_v1
MV-001372,2015-08-28 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01240,assumption:synthetic_operations_v1
MV-001373,2015-08-28 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01239,assumption:synthetic_operations_v1
MV-001374,2015-08-28 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01241,assumption:synthetic_operations_v1
MV-001375,2015-08-28 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01243,assumption:synthetic_operations_v1
MV-001376,2015-08-28 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01238,assumption:synthetic_operations_v1
MV-001377,2015-08-28 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01234,assumption:synthetic_operations_v1
MV-001378,2015-08-28 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01236,assumption:synthetic_operations_v1
MV-001379,2015-08-28 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01242,assumption:synthetic_operations_v1
MV-001380,2015-08-28 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01244,assumption:synthetic_operations_v1
MV-001381,2015-08-28 07:00:00,LOT-00076,comp2,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001382,2015-08-29 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01245,assumption:synthetic_operations_v1
MV-001383,2015-08-29 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01252,assumption:synthetic_operations_v1
MV-001384,2015-08-29 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01254,assumption:synthetic_operations_v1
MV-001385,2015-08-29 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01255,assumption:synthetic_operations_v1
MV-001386,2015-08-29 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01259,assumption:synthetic_operations_v1
MV-001387,2015-08-29 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01260,assumption:synthetic_operations_v1
MV-001388,2015-08-29 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01246,assumption:synthetic_operations_v1
MV-001389,2015-08-29 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01248,assumption:synthetic_operations_v1
MV-001390,2015-08-29 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01250,assumption:synthetic_operations_v1
MV-001391,2015-08-29 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01253,assumption:synthetic_operations_v1
MV-001392,2015-08-29 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01256,assumption:synthetic_operations_v1
MV-001393,2015-08-29 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01257,assumption:synthetic_operations_v1
MV-001394,2015-08-29 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01247,assumption:synthetic_operations_v1
MV-001395,2015-08-29 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01249,assumption:synthetic_operations_v1
MV-001396,2015-08-29 06:00:00,LOT-00087,comp4,issue,-1,available,MR-01251,assumption:synthetic_operations_v1
MV-001397,2015-08-29 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01258,assumption:synthetic_operations_v1
MV-001398,2015-08-30 06:00:00,LOT-00096,comp2,receipt,17,available,,assumption:synthetic_operations_v1
MV-001399,2015-08-30 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01261,assumption:synthetic_operations_v1
MV-001400,2015-08-30 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01269,assumption:synthetic_operations_v1
MV-001401,2015-08-30 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01270,assumption:synthetic_operations_v1
MV-001402,2015-08-30 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01262,assumption:synthetic_operations_v1
MV-001403,2015-08-30 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01264,assumption:synthetic_operations_v1
MV-001404,2015-08-30 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01266,assumption:synthetic_operations_v1
MV-001405,2015-08-30 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01268,assumption:synthetic_operations_v1
MV-001406,2015-08-30 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01263,assumption:synthetic_operations_v1
MV-001407,2015-08-30 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01265,assumption:synthetic_operations_v1
MV-001408,2015-08-30 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01267,assumption:synthetic_operations_v1
MV-001409,2015-08-31 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01271,assumption:synthetic_operations_v1
MV-001410,2015-08-31 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01273,assumption:synthetic_operations_v1
MV-001411,2015-08-31 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01275,assumption:synthetic_operations_v1
MV-001412,2015-08-31 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01277,assumption:synthetic_operations_v1
MV-001413,2015-08-31 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01276,assumption:synthetic_operations_v1
MV-001414,2015-08-31 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01278,assumption:synthetic_operations_v1
MV-001415,2015-08-31 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01272,assumption:synthetic_operations_v1
MV-001416,2015-08-31 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01274,assumption:synthetic_operations_v1
MV-001417,2015-09-01 06:00:00,LOT-00091,comp1,issue,-1,available,MR-01279,assumption:synthetic_operations_v1
MV-001418,2015-09-01 06:00:00,LOT-00095,comp1,issue,-1,available,MR-01285,assumption:synthetic_operations_v1
MV-001419,2015-09-01 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01287,assumption:synthetic_operations_v1
MV-001420,2015-09-01 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01280,assumption:synthetic_operations_v1
MV-001421,2015-09-01 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01282,assumption:synthetic_operations_v1
MV-001422,2015-09-01 06:00:00,LOT-00090,comp3,issue,-1,available,MR-01283,assumption:synthetic_operations_v1
MV-001423,2015-09-01 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01281,assumption:synthetic_operations_v1
MV-001424,2015-09-01 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01284,assumption:synthetic_operations_v1
MV-001425,2015-09-01 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01286,assumption:synthetic_operations_v1
MV-001426,2015-09-01 06:00:00,LOT-00089,comp4,issue,-1,available,MR-01288,assumption:synthetic_operations_v1
MV-001427,2015-09-01 07:00:00,LOT-00046,comp3,expiry,0,expired,,assumption:synthetic_operations_v1
MV-001428,2015-09-02 06:00:00,LOT-00097,comp3,receipt,24,available,,assumption:synthetic_operations_v1
MV-001429,2015-09-02 06:00:00,LOT-00098,comp1,receipt,7,available,,assumption:synthetic_operations_v1
MV-001430,2015-09-02 06:00:00,LOT-00095,comp1,issue,-1,available,MR-01289,assumption:synthetic_operations_v1
MV-001431,2015-09-02 06:00:00,LOT-00095,comp1,issue,-1,available,MR-01293,assumption:synthetic_operations_v1
MV-001432,2015-09-02 06:00:00,LOT-00095,comp1,issue,-1,available,MR-01297,assumption:synthetic_operations_v1
MV-001433,2015-09-02 06:00:00,LOT-00095,comp1,issue,-1,available,MR-01302,assumption:synthetic_operations_v1
MV-001434,2015-09-02 06:00:00,LOT-00088,comp2,issue,-1,available,MR-01294,assumption:synthetic_operations_v1
MV-001435,2015-09-02 06:00:00,LOT-00092,comp2,issue,-1,available,MR-01299,assumption:synthetic_operations_v1
