record_id,machineID,component,planned_at,completed_at,maintenance_type,used_lot_id,quantity_used,result,value_source,source_event_at,quantity_requested
MR-01276,96,comp3,2015-08-31 06:00:00,2015-08-31 06:00:00,observed_replacement_demand,LOT-00090,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-08-31 06:00:00,1
MR-01277,99,comp2,2015-08-31 06:00:00,2015-08-31 06:00:00,observed_replacement_demand,LOT-00088,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-08-31 06:00:00,1
MR-01278,99,comp3,2015-08-31 06:00:00,2015-08-31 06:00:00,observed_replacement_demand,LOT-00090,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-08-31 06:00:00,1
MR-01279,10,comp1,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00091,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01280,10,comp3,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00090,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01281,20,comp4,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00089,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01282,25,comp3,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00090,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01283,37,comp3,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00090,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01284,40,comp4,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00089,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01285,52,comp1,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01286,66,comp4,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00089,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01287,88,comp2,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00088,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01288,88,comp4,2015-09-01 06:00:00,2015-09-01 06:00:00,observed_replacement_demand,LOT-00089,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-01 06:00:00,1
MR-01289,1,comp1,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01290,1,comp4,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00089,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01291,11,comp4,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00089,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01292,15,comp3,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00094,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01293,23,comp1,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01294,23,comp2,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00088,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01295,59,comp4,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01296,64,comp3,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00094,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01297,69,comp1,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01298,69,comp4,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01299,84,comp2,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01300,84,comp4,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01301,90,comp2,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01302,92,comp1,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01303,92,comp2,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01304,95,comp4,2015-09-02 06:00:00,2015-09-02 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-02 06:00:00,1
MR-01305,8,comp1,2015-09-03 06:00:00,2015-09-03 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-03 06:00:00,1
MR-01306,26,comp1,2015-09-03 06:00:00,2015-09-03 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-03 06:00:00,1
MR-01307,42,comp1,2015-09-03 06:00:00,2015-09-03 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-03 06:00:00,1
MR-01308,42,comp2,2015-09-03 06:00:00,2015-09-03 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-03 06:00:00,1
MR-01309,55,comp2,2015-09-03 06:00:00,2015-09-03 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-03 06:00:00,1
MR-01310,78,comp4,2015-09-03 06:00:00,2015-09-03 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-03 06:00:00,1
MR-01311,3,comp1,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01312,3,comp4,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01313,12,comp1,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01314,22,comp1,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01315,31,comp3,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00094,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01316,36,comp2,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01317,36,comp3,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00094,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01318,45,comp1,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01319,75,comp4,2015-09-04 06:00:00,2015-09-04 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-04 06:00:00,1
MR-01320,21,comp3,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00094,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01321,46,comp1,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01322,57,comp1,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01323,72,comp1,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01324,74,comp1,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01325,86,comp1,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00095,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01326,89,comp2,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01327,94,comp2,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01328,94,comp4,2015-09-05 06:00:00,2015-09-05 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-05 06:00:00,1
MR-01329,5,comp1,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01330,5,comp2,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01331,7,comp1,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01332,30,comp2,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01333,30,comp4,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01334,47,comp4,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01335,97,comp2,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01336,97,comp3,2015-09-06 06:00:00,2015-09-06 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-06 06:00:00,1
MR-01337,27,comp1,2015-09-07 06:00:00,2015-09-07 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-07 06:00:00,1
MR-01338,32,comp2,2015-09-07 06:00:00,2015-09-07 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-07 06:00:00,1
MR-01339,32,comp3,2015-09-07 06:00:00,2015-09-07 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-07 06:00:00,1
MR-01340,13,comp2,2015-09-08 06:00:00,2015-09-08 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-08 06:00:00,1
MR-01341,48,comp1,2015-09-08 06:00:00,2015-09-08 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-08 06:00:00,1
MR-01342,48,comp2,2015-09-08 06:00:00,2015-09-08 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-08 06:00:00,1
MR-01343,71,comp1,2015-09-08 06:00:00,2015-09-08 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-08 06:00:00,1
MR-01344,87,comp2,2015-09-09 06:00:00,2015-09-09 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-09 06:00:00,1
MR-01345,19,comp4,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01346,62,comp2,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01347,62,comp4,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01348,63,comp1,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01349,70,comp2,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01350,70,comp3,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01351,80,comp2,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01352,82,comp1,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00098,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01353,82,comp4,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01354,100,comp1,2015-09-10 06:00:00,2015-09-10 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-10 06:00:00,1
MR-01355,56,comp1,2015-09-11 06:00:00,2015-09-11 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-11 06:00:00,1
MR-01356,18,comp2,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01357,18,comp4,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01358,44,comp1,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01359,44,comp2,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01360,49,comp2,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01361,49,comp3,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01362,50,comp2,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01363,54,comp3,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01364,60,comp2,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01365,60,comp4,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01366,85,comp3,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01367,85,comp4,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01368,98,comp2,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01369,98,comp4,2015-09-12 06:00:00,2015-09-12 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-12 06:00:00,1
MR-01370,14,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01371,17,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01372,28,comp4,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00093,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01373,33,comp3,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01374,34,comp3,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01375,39,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01376,39,comp4,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00100,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01377,51,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01378,58,comp4,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00100,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01379,65,comp4,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00100,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01380,67,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01381,83,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01382,93,comp2,2015-09-13 06:00:00,2015-09-13 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-13 06:00:00,1
MR-01383,4,comp3,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01384,4,comp4,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00100,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01385,16,comp1,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01386,16,comp4,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00100,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01387,24,comp2,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01388,38,comp3,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01389,41,comp1,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01390,41,comp3,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01391,68,comp2,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00092,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01392,68,comp4,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00102,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01393,73,comp4,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00102,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01394,79,comp2,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00096,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01395,81,comp1,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01396,91,comp1,2015-09-14 06:00:00,2015-09-14 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-14 06:00:00,1
MR-01397,9,comp1,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01398,9,comp4,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00102,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01399,76,comp2,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00096,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01400,76,comp4,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00102,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01401,96,comp3,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01402,99,comp1,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01403,99,comp3,2015-09-15 06:00:00,2015-09-15 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-15 06:00:00,1
MR-01404,10,comp1,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
MR-01405,10,comp2,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00096,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
MR-01406,20,comp1,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
MR-01407,25,comp1,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00103,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
MR-01408,25,comp3,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
MR-01409,37,comp2,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00096,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
MR-01410,37,comp3,2015-09-16 06:00:00,2015-09-16 06:00:00,observed_replacement_demand,LOT-00097,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-09-16 06:00:00,1
